Date,Trend,Brand,Total Search Volume,Estimated Weekly Search Volume
07/08/2016,0,Nasty Gal,15770000,0
14/08/2016,1,Nasty Gal,15770000,39425
21/08/2016,0,Nasty Gal,15770000,0
28/08/2016,0,Nasty Gal,15770000,0
04/09/2016,0,Nasty Gal,15770000,0
11/09/2016,1,Nasty Gal,15770000,39425
18/09/2016,0,Nasty Gal,15770000,0
25/09/2016,0,Nasty Gal,15770000,0
02/10/2016,0,Nasty Gal,15770000,0
09/10/2016,0,Nasty Gal,15770000,0
16/10/2016,0,Nasty Gal,15770000,0
23/10/2016,0,Nasty Gal,15770000,0
30/10/2016,0,Nasty Gal,15770000,0
06/11/2016,1,Nasty Gal,15770000,39425
13/11/2016,0,Nasty Gal,15770000,0
20/11/2016,1,Nasty Gal,15770000,39425
27/11/2016,0,Nasty Gal,15770000,0
04/12/2016,0,Nasty Gal,15770000,0
11/12/2016,0,Nasty Gal,15770000,0
18/12/2016,0,Nasty Gal,15770000,0
25/12/2016,0,Nasty Gal,15770000,0
01/01/2017,0,Nasty Gal,15770000,0
08/01/2017,0,Nasty Gal,15770000,0
15/01/2017,0,Nasty Gal,15770000,0
22/01/2017,0,Nasty Gal,15770000,0
29/01/2017,0,Nasty Gal,15770000,0
05/02/2017,1,Nasty Gal,15770000,39425
12/02/2017,0,Nasty Gal,15770000,0
19/02/2017,0,Nasty Gal,15770000,0
26/02/2017,0,Nasty Gal,15770000,0
05/03/2017,1,Nasty Gal,15770000,39425
12/03/2017,0,Nasty Gal,15770000,0
19/03/2017,0,Nasty Gal,15770000,0
26/03/2017,0,Nasty Gal,15770000,0
02/04/2017,1,Nasty Gal,15770000,39425
09/04/2017,1,Nasty Gal,15770000,39425
16/04/2017,2,Nasty Gal,15770000,78850
23/04/2017,3,Nasty Gal,15770000,118275
30/04/2017,2,Nasty Gal,15770000,78850
07/05/2017,1,Nasty Gal,15770000,39425
14/05/2017,2,Nasty Gal,15770000,78850
21/05/2017,1,Nasty Gal,15770000,39425
28/05/2017,1,Nasty Gal,15770000,39425
04/06/2017,1,Nasty Gal,15770000,39425
11/06/2017,1,Nasty Gal,15770000,39425
18/06/2017,1,Nasty Gal,15770000,39425
25/06/2017,1,Nasty Gal,15770000,39425
02/07/2017,1,Nasty Gal,15770000,39425
09/07/2017,2,Nasty Gal,15770000,78850
16/07/2017,1,Nasty Gal,15770000,39425
23/07/2017,1,Nasty Gal,15770000,39425
30/07/2017,2,Nasty Gal,15770000,78850
06/08/2017,2,Nasty Gal,15770000,78850
13/08/2017,2,Nasty Gal,15770000,78850
20/08/2017,1,Nasty Gal,15770000,39425
27/08/2017,1,Nasty Gal,15770000,39425
03/09/2017,1,Nasty Gal,15770000,39425
10/09/2017,1,Nasty Gal,15770000,39425
17/09/2017,1,Nasty Gal,15770000,39425
24/09/2017,1,Nasty Gal,15770000,39425
01/10/2017,1,Nasty Gal,15770000,39425
08/10/2017,2,Nasty Gal,15770000,78850
15/10/2017,2,Nasty Gal,15770000,78850
22/10/2017,2,Nasty Gal,15770000,78850
29/10/2017,2,Nasty Gal,15770000,78850
05/11/2017,2,Nasty Gal,15770000,78850
12/11/2017,2,Nasty Gal,15770000,78850
19/11/2017,3,Nasty Gal,15770000,118275
26/11/2017,2,Nasty Gal,15770000,78850
03/12/2017,2,Nasty Gal,15770000,78850
10/12/2017,2,Nasty Gal,15770000,78850
17/12/2017,1,Nasty Gal,15770000,39425
24/12/2017,2,Nasty Gal,15770000,78850
31/12/2017,1,Nasty Gal,15770000,39425
07/01/2018,1,Nasty Gal,15770000,39425
14/01/2018,2,Nasty Gal,15770000,78850
21/01/2018,1,Nasty Gal,15770000,39425
28/01/2018,2,Nasty Gal,15770000,78850
04/02/2018,1,Nasty Gal,15770000,39425
11/02/2018,2,Nasty Gal,15770000,78850
18/02/2018,1,Nasty Gal,15770000,39425
25/02/2018,2,Nasty Gal,15770000,78850
04/03/2018,2,Nasty Gal,15770000,78850
11/03/2018,2,Nasty Gal,15770000,78850
18/03/2018,2,Nasty Gal,15770000,78850
25/03/2018,2,Nasty Gal,15770000,78850
01/04/2018,2,Nasty Gal,15770000,78850
08/04/2018,2,Nasty Gal,15770000,78850
15/04/2018,2,Nasty Gal,15770000,78850
22/04/2018,2,Nasty Gal,15770000,78850
29/04/2018,3,Nasty Gal,15770000,118275
06/05/2018,2,Nasty Gal,15770000,78850
13/05/2018,2,Nasty Gal,15770000,78850
20/05/2018,2,Nasty Gal,15770000,78850
27/05/2018,2,Nasty Gal,15770000,78850
03/06/2018,2,Nasty Gal,15770000,78850
10/06/2018,2,Nasty Gal,15770000,78850
17/06/2018,2,Nasty Gal,15770000,78850
24/06/2018,2,Nasty Gal,15770000,78850
01/07/2018,2,Nasty Gal,15770000,78850
08/07/2018,3,Nasty Gal,15770000,118275
15/07/2018,2,Nasty Gal,15770000,78850
22/07/2018,3,Nasty Gal,15770000,118275
29/07/2018,4,Nasty Gal,15770000,157700
05/08/2018,3,Nasty Gal,15770000,118275
12/08/2018,3,Nasty Gal,15770000,118275
19/08/2018,3,Nasty Gal,15770000,118275
26/08/2018,2,Nasty Gal,15770000,78850
02/09/2018,2,Nasty Gal,15770000,78850
09/09/2018,2,Nasty Gal,15770000,78850
16/09/2018,2,Nasty Gal,15770000,78850
23/09/2018,2,Nasty Gal,15770000,78850
30/09/2018,2,Nasty Gal,15770000,78850
07/10/2018,2,Nasty Gal,15770000,78850
14/10/2018,3,Nasty Gal,15770000,118275
21/10/2018,3,Nasty Gal,15770000,118275
28/10/2018,4,Nasty Gal,15770000,157700
04/11/2018,4,Nasty Gal,15770000,157700
11/11/2018,3,Nasty Gal,15770000,118275
18/11/2018,6,Nasty Gal,15770000,236550
25/11/2018,4,Nasty Gal,15770000,157700
02/12/2018,3,Nasty Gal,15770000,118275
09/12/2018,3,Nasty Gal,15770000,118275
16/12/2018,3,Nasty Gal,15770000,118275
23/12/2018,2,Nasty Gal,15770000,78850
30/12/2018,2,Nasty Gal,15770000,78850
06/01/2019,2,Nasty Gal,15770000,78850
13/01/2019,2,Nasty Gal,15770000,78850
20/01/2019,3,Nasty Gal,15770000,118275
27/01/2019,3,Nasty Gal,15770000,118275
03/02/2019,3,Nasty Gal,15770000,118275
10/02/2019,3,Nasty Gal,15770000,118275
17/02/2019,3,Nasty Gal,15770000,118275
24/02/2019,4,Nasty Gal,15770000,157700
03/03/2019,3,Nasty Gal,15770000,118275
10/03/2019,3,Nasty Gal,15770000,118275
17/03/2019,3,Nasty Gal,15770000,118275
24/03/2019,4,Nasty Gal,15770000,157700
31/03/2019,4,Nasty Gal,15770000,157700
07/04/2019,3,Nasty Gal,15770000,118275
14/04/2019,4,Nasty Gal,15770000,157700
21/04/2019,4,Nasty Gal,15770000,157700
28/04/2019,4,Nasty Gal,15770000,157700
05/05/2019,4,Nasty Gal,15770000,157700
12/05/2019,4,Nasty Gal,15770000,157700
19/05/2019,3,Nasty Gal,15770000,118275
26/05/2019,4,Nasty Gal,15770000,157700
02/06/2019,4,Nasty Gal,15770000,157700
09/06/2019,5,Nasty Gal,15770000,197125
16/06/2019,5,Nasty Gal,15770000,197125
23/06/2019,5,Nasty Gal,15770000,197125
30/06/2019,5,Nasty Gal,15770000,197125
07/07/2019,3,Nasty Gal,15770000,118275
14/07/2019,4,Nasty Gal,15770000,157700
21/07/2019,4,Nasty Gal,15770000,157700
28/07/2019,4,Nasty Gal,15770000,157700
04/08/2019,5,Nasty Gal,15770000,197125
11/08/2019,3,Nasty Gal,15770000,118275
18/08/2019,4,Nasty Gal,15770000,157700
25/08/2019,3,Nasty Gal,15770000,118275
01/09/2019,3,Nasty Gal,15770000,118275
08/09/2019,4,Nasty Gal,15770000,157700
15/09/2019,4,Nasty Gal,15770000,157700
22/09/2019,4,Nasty Gal,15770000,157700
29/09/2019,4,Nasty Gal,15770000,157700
06/10/2019,4,Nasty Gal,15770000,157700
13/10/2019,4,Nasty Gal,15770000,157700
20/10/2019,5,Nasty Gal,15770000,197125
27/10/2019,3,Nasty Gal,15770000,118275
03/11/2019,3,Nasty Gal,15770000,118275
10/11/2019,4,Nasty Gal,15770000,157700
17/11/2019,5,Nasty Gal,15770000,197125
24/11/2019,6,Nasty Gal,15770000,236550
01/12/2019,4,Nasty Gal,15770000,157700
08/12/2019,4,Nasty Gal,15770000,157700
15/12/2019,3,Nasty Gal,15770000,118275
22/12/2019,3,Nasty Gal,15770000,118275
29/12/2019,3,Nasty Gal,15770000,118275
05/01/2020,3,Nasty Gal,15770000,118275
12/01/2020,3,Nasty Gal,15770000,118275
19/01/2020,4,Nasty Gal,15770000,157700
26/01/2020,3,Nasty Gal,15770000,118275
02/02/2020,3,Nasty Gal,15770000,118275
09/02/2020,3,Nasty Gal,15770000,118275
16/02/2020,4,Nasty Gal,15770000,157700
23/02/2020,4,Nasty Gal,15770000,157700
01/03/2020,4,Nasty Gal,15770000,157700
08/03/2020,3,Nasty Gal,15770000,118275
15/03/2020,2,Nasty Gal,15770000,78850
22/03/2020,3,Nasty Gal,15770000,118275
29/03/2020,4,Nasty Gal,15770000,157700
05/04/2020,3,Nasty Gal,15770000,118275
12/04/2020,6,Nasty Gal,15770000,236550
19/04/2020,5,Nasty Gal,15770000,197125
26/04/2020,5,Nasty Gal,15770000,197125
03/05/2020,5,Nasty Gal,15770000,197125
10/05/2020,5,Nasty Gal,15770000,197125
17/05/2020,5,Nasty Gal,15770000,197125
24/05/2020,4,Nasty Gal,15770000,157700
31/05/2020,4,Nasty Gal,15770000,157700
07/06/2020,4,Nasty Gal,15770000,157700
14/06/2020,3,Nasty Gal,15770000,118275
21/06/2020,4,Nasty Gal,15770000,157700
28/06/2020,3,Nasty Gal,15770000,118275
05/07/2020,3,Nasty Gal,15770000,118275
12/07/2020,4,Nasty Gal,15770000,157700
19/07/2020,3,Nasty Gal,15770000,118275
26/07/2020,3,Nasty Gal,15770000,118275
02/08/2020,3,Nasty Gal,15770000,118275
09/08/2020,3,Nasty Gal,15770000,118275
16/08/2020,3,Nasty Gal,15770000,118275
23/08/2020,3,Nasty Gal,15770000,118275
30/08/2020,3,Nasty Gal,15770000,118275
06/09/2020,3,Nasty Gal,15770000,118275
13/09/2020,3,Nasty Gal,15770000,118275
20/09/2020,3,Nasty Gal,15770000,118275
27/09/2020,3,Nasty Gal,15770000,118275
04/10/2020,3,Nasty Gal,15770000,118275
11/10/2020,2,Nasty Gal,15770000,78850
18/10/2020,3,Nasty Gal,15770000,118275
25/10/2020,3,Nasty Gal,15770000,118275
01/11/2020,3,Nasty Gal,15770000,118275
08/11/2020,3,Nasty Gal,15770000,118275
15/11/2020,3,Nasty Gal,15770000,118275
22/11/2020,4,Nasty Gal,15770000,157700
29/11/2020,5,Nasty Gal,15770000,197125
06/12/2020,3,Nasty Gal,15770000,118275
13/12/2020,3,Nasty Gal,15770000,118275
20/12/2020,2,Nasty Gal,15770000,78850
27/12/2020,2,Nasty Gal,15770000,78850
03/01/2021,2,Nasty Gal,15770000,78850
10/01/2021,2,Nasty Gal,15770000,78850
17/01/2021,2,Nasty Gal,15770000,78850
24/01/2021,3,Nasty Gal,15770000,118275
31/01/2021,2,Nasty Gal,15770000,78850
07/02/2021,2,Nasty Gal,15770000,78850
14/02/2021,3,Nasty Gal,15770000,118275
21/02/2021,2,Nasty Gal,15770000,78850
28/02/2021,3,Nasty Gal,15770000,118275
07/03/2021,3,Nasty Gal,15770000,118275
14/03/2021,3,Nasty Gal,15770000,118275
21/03/2021,3,Nasty Gal,15770000,118275
28/03/2021,3,Nasty Gal,15770000,118275
04/04/2021,3,Nasty Gal,15770000,118275
11/04/2021,3,Nasty Gal,15770000,118275
18/04/2021,2,Nasty Gal,15770000,78850
25/04/2021,3,Nasty Gal,15770000,118275
02/05/2021,3,Nasty Gal,15770000,118275
09/05/2021,2,Nasty Gal,15770000,78850
16/05/2021,3,Nasty Gal,15770000,118275
29/05/2016,21,Missguided,15770000,827925
05/06/2016,18,Missguided,15770000,709650
12/06/2016,18,Missguided,15770000,709650
19/06/2016,19,Missguided,15770000,749075
26/06/2016,21,Missguided,15770000,827925
03/07/2016,21,Missguided,15770000,827925
10/07/2016,21,Missguided,15770000,827925
17/07/2016,20,Missguided,15770000,788500
24/07/2016,21,Missguided,15770000,827925
31/07/2016,21,Missguided,15770000,827925
07/08/2016,20,Missguided,15770000,788500
14/08/2016,18,Missguided,15770000,709650
21/08/2016,20,Missguided,15770000,788500
28/08/2016,20,Missguided,15770000,788500
04/09/2016,17,Missguided,15770000,670225
11/09/2016,18,Missguided,15770000,709650
18/09/2016,19,Missguided,15770000,749075
25/09/2016,28,Missguided,15770000,1103900
02/10/2016,21,Missguided,15770000,827925
09/10/2016,19,Missguided,15770000,749075
16/10/2016,19,Missguided,15770000,749075
23/10/2016,19,Missguided,15770000,749075
30/10/2016,19,Missguided,15770000,749075
06/11/2016,19,Missguided,15770000,749075
13/11/2016,35,Missguided,15770000,1379875
20/11/2016,40,Missguided,15770000,1577000
27/11/2016,26,Missguided,15770000,1025050
04/12/2016,24,Missguided,15770000,946200
11/12/2016,23,Missguided,15770000,906775
18/12/2016,20,Missguided,15770000,788500
25/12/2016,26,Missguided,15770000,1025050
01/01/2017,17,Missguided,15770000,670225
08/01/2017,18,Missguided,15770000,709650
15/01/2017,20,Missguided,15770000,788500
22/01/2017,20,Missguided,15770000,788500
29/01/2017,21,Missguided,15770000,827925
05/02/2017,19,Missguided,15770000,749075
12/02/2017,19,Missguided,15770000,749075
19/02/2017,20,Missguided,15770000,788500
26/02/2017,22,Missguided,15770000,867350
05/03/2017,22,Missguided,15770000,867350
12/03/2017,22,Missguided,15770000,867350
19/03/2017,20,Missguided,15770000,788500
26/03/2017,19,Missguided,15770000,749075
02/04/2017,19,Missguided,15770000,749075
09/04/2017,22,Missguided,15770000,867350
16/04/2017,20,Missguided,15770000,788500
23/04/2017,22,Missguided,15770000,867350
30/04/2017,20,Missguided,15770000,788500
07/05/2017,21,Missguided,15770000,827925
14/05/2017,20,Missguided,15770000,788500
21/05/2017,22,Missguided,15770000,867350
28/05/2017,21,Missguided,15770000,827925
04/06/2017,19,Missguided,15770000,749075
11/06/2017,20,Missguided,15770000,788500
18/06/2017,19,Missguided,15770000,749075
25/06/2017,20,Missguided,15770000,788500
02/07/2017,21,Missguided,15770000,827925
09/07/2017,22,Missguided,15770000,867350
16/07/2017,20,Missguided,15770000,788500
23/07/2017,21,Missguided,15770000,827925
30/07/2017,21,Missguided,15770000,827925
06/08/2017,20,Missguided,15770000,788500
13/08/2017,22,Missguided,15770000,867350
20/08/2017,22,Missguided,15770000,867350
27/08/2017,20,Missguided,15770000,788500
03/09/2017,21,Missguided,15770000,827925
10/09/2017,18,Missguided,15770000,709650
17/09/2017,23,Missguided,15770000,906775
24/09/2017,20,Missguided,15770000,788500
01/10/2017,20,Missguided,15770000,788500
08/10/2017,20,Missguided,15770000,788500
15/10/2017,23,Missguided,15770000,906775
22/10/2017,22,Missguided,15770000,867350
29/10/2017,20,Missguided,15770000,788500
05/11/2017,20,Missguided,15770000,788500
12/11/2017,29,Missguided,15770000,1143325
19/11/2017,38,Missguided,15770000,1498150
26/11/2017,26,Missguided,15770000,1025050
03/12/2017,21,Missguided,15770000,827925
10/12/2017,20,Missguided,15770000,788500
17/12/2017,18,Missguided,15770000,709650
24/12/2017,22,Missguided,15770000,867350
31/12/2017,13,Missguided,15770000,512525
07/01/2018,15,Missguided,15770000,591375
14/01/2018,18,Missguided,15770000,709650
21/01/2018,17,Missguided,15770000,670225
28/01/2018,17,Missguided,15770000,670225
04/02/2018,17,Missguided,15770000,670225
11/02/2018,17,Missguided,15770000,670225
18/02/2018,18,Missguided,15770000,709650
25/02/2018,16,Missguided,15770000,630800
04/03/2018,17,Missguided,15770000,670225
11/03/2018,16,Missguided,15770000,630800
18/03/2018,18,Missguided,15770000,709650
25/03/2018,21,Missguided,15770000,827925
01/04/2018,17,Missguided,15770000,670225
08/04/2018,19,Missguided,15770000,749075
15/04/2018,17,Missguided,15770000,670225
22/04/2018,17,Missguided,15770000,670225
29/04/2018,20,Missguided,15770000,788500
06/05/2018,19,Missguided,15770000,749075
13/05/2018,16,Missguided,15770000,630800
20/05/2018,17,Missguided,15770000,670225
27/05/2018,16,Missguided,15770000,630800
03/06/2018,20,Missguided,15770000,788500
10/06/2018,17,Missguided,15770000,670225
17/06/2018,18,Missguided,15770000,709650
24/06/2018,24,Missguided,15770000,946200
01/07/2018,21,Missguided,15770000,827925
08/07/2018,16,Missguided,15770000,630800
15/07/2018,18,Missguided,15770000,709650
22/07/2018,19,Missguided,15770000,749075
29/07/2018,19,Missguided,15770000,749075
05/08/2018,15,Missguided,15770000,591375
12/08/2018,13,Missguided,15770000,512525
19/08/2018,14,Missguided,15770000,551950
26/08/2018,14,Missguided,15770000,551950
02/09/2018,13,Missguided,15770000,512525
09/09/2018,13,Missguided,15770000,512525
16/09/2018,13,Missguided,15770000,512525
23/09/2018,17,Missguided,15770000,670225
30/09/2018,15,Missguided,15770000,591375
07/10/2018,14,Missguided,15770000,551950
14/10/2018,15,Missguided,15770000,591375
21/10/2018,14,Missguided,15770000,551950
28/10/2018,14,Missguided,15770000,551950
04/11/2018,13,Missguided,15770000,512525
11/11/2018,14,Missguided,15770000,551950
18/11/2018,21,Missguided,15770000,827925
25/11/2018,16,Missguided,15770000,630800
02/12/2018,15,Missguided,15770000,591375
09/12/2018,13,Missguided,15770000,512525
16/12/2018,13,Missguided,15770000,512525
23/12/2018,14,Missguided,15770000,551950
30/12/2018,8,Missguided,15770000,315400
06/01/2019,11,Missguided,15770000,433675
13/01/2019,10,Missguided,15770000,394250
20/01/2019,10,Missguided,15770000,394250
27/01/2019,11,Missguided,15770000,433675
03/02/2019,9,Missguided,15770000,354825
10/02/2019,10,Missguided,15770000,394250
17/02/2019,11,Missguided,15770000,433675
24/02/2019,12,Missguided,15770000,473100
03/03/2019,11,Missguided,15770000,433675
10/03/2019,12,Missguided,15770000,473100
17/03/2019,12,Missguided,15770000,473100
24/03/2019,13,Missguided,15770000,512525
31/03/2019,12,Missguided,15770000,473100
07/04/2019,13,Missguided,15770000,512525
14/04/2019,12,Missguided,15770000,473100
21/04/2019,12,Missguided,15770000,473100
28/04/2019,14,Missguided,15770000,551950
05/05/2019,12,Missguided,15770000,473100
12/05/2019,12,Missguided,15770000,473100
19/05/2019,13,Missguided,15770000,512525
26/05/2019,12,Missguided,15770000,473100
02/06/2019,13,Missguided,15770000,512525
09/06/2019,14,Missguided,15770000,551950
16/06/2019,15,Missguided,15770000,591375
23/06/2019,13,Missguided,15770000,512525
30/06/2019,14,Missguided,15770000,551950
07/07/2019,13,Missguided,15770000,512525
14/07/2019,13,Missguided,15770000,512525
21/07/2019,12,Missguided,15770000,473100
28/07/2019,12,Missguided,15770000,473100
04/08/2019,11,Missguided,15770000,433675
11/08/2019,12,Missguided,15770000,473100
18/08/2019,12,Missguided,15770000,473100
25/08/2019,11,Missguided,15770000,433675
01/09/2019,12,Missguided,15770000,473100
08/09/2019,10,Missguided,15770000,394250
15/09/2019,10,Missguided,15770000,394250
22/09/2019,12,Missguided,15770000,473100
29/09/2019,13,Missguided,15770000,512525
06/10/2019,12,Missguided,15770000,473100
13/10/2019,12,Missguided,15770000,473100
20/10/2019,12,Missguided,15770000,473100
27/10/2019,13,Missguided,15770000,512525
03/11/2019,11,Missguided,15770000,433675
10/11/2019,12,Missguided,15770000,473100
17/11/2019,13,Missguided,15770000,512525
24/11/2019,17,Missguided,15770000,670225
01/12/2019,15,Missguided,15770000,591375
08/12/2019,12,Missguided,15770000,473100
15/12/2019,12,Missguided,15770000,473100
22/12/2019,12,Missguided,15770000,473100
29/12/2019,10,Missguided,15770000,394250
05/01/2020,9,Missguided,15770000,354825
12/01/2020,11,Missguided,15770000,433675
19/01/2020,11,Missguided,15770000,433675
26/01/2020,11,Missguided,15770000,433675
02/02/2020,10,Missguided,15770000,394250
09/02/2020,10,Missguided,15770000,394250
16/02/2020,11,Missguided,15770000,433675
23/02/2020,10,Missguided,15770000,394250
01/03/2020,10,Missguided,15770000,394250
08/03/2020,10,Missguided,15770000,394250
15/03/2020,6,Missguided,15770000,236550
22/03/2020,8,Missguided,15770000,315400
29/03/2020,10,Missguided,15770000,394250
05/04/2020,10,Missguided,15770000,394250
12/04/2020,10,Missguided,15770000,394250
19/04/2020,10,Missguided,15770000,394250
26/04/2020,11,Missguided,15770000,433675
03/05/2020,10,Missguided,15770000,394250
10/05/2020,10,Missguided,15770000,394250
17/05/2020,11,Missguided,15770000,433675
24/05/2020,12,Missguided,15770000,473100
31/05/2020,10,Missguided,15770000,394250
07/06/2020,8,Missguided,15770000,315400
14/06/2020,10,Missguided,15770000,394250
21/06/2020,10,Missguided,15770000,394250
28/06/2020,10,Missguided,15770000,394250
05/07/2020,9,Missguided,15770000,354825
12/07/2020,11,Missguided,15770000,433675
19/07/2020,11,Missguided,15770000,433675
26/07/2020,11,Missguided,15770000,433675
02/08/2020,10,Missguided,15770000,394250
09/08/2020,14,Missguided,15770000,551950
16/08/2020,14,Missguided,15770000,551950
23/08/2020,13,Missguided,15770000,512525
30/08/2020,11,Missguided,15770000,433675
06/09/2020,10,Missguided,15770000,394250
13/09/2020,8,Missguided,15770000,315400
20/09/2020,8,Missguided,15770000,315400
27/09/2020,10,Missguided,15770000,394250
04/10/2020,9,Missguided,15770000,354825
11/10/2020,8,Missguided,15770000,315400
18/10/2020,8,Missguided,15770000,315400
25/10/2020,8,Missguided,15770000,315400
01/11/2020,7,Missguided,15770000,275975
08/11/2020,8,Missguided,15770000,315400
15/11/2020,9,Missguided,15770000,354825
22/11/2020,15,Missguided,15770000,591375
29/11/2020,10,Missguided,15770000,394250
06/12/2020,8,Missguided,15770000,315400
13/12/2020,7,Missguided,15770000,275975
20/12/2020,7,Missguided,15770000,275975
27/12/2020,8,Missguided,15770000,315400
03/01/2021,7,Missguided,15770000,275975
10/01/2021,6,Missguided,15770000,236550
17/01/2021,7,Missguided,15770000,275975
24/01/2021,7,Missguided,15770000,275975
31/01/2021,7,Missguided,15770000,275975
07/02/2021,7,Missguided,15770000,275975
14/02/2021,7,Missguided,15770000,275975
21/02/2021,7,Missguided,15770000,275975
28/02/2021,7,Missguided,15770000,275975
07/03/2021,5,Missguided,15770000,197125
14/03/2021,7,Missguided,15770000,275975
21/03/2021,6,Missguided,15770000,236550
28/03/2021,7,Missguided,15770000,275975
04/04/2021,7,Missguided,15770000,275975
11/04/2021,6,Missguided,15770000,236550
18/04/2021,6,Missguided,15770000,236550
25/04/2021,7,Missguided,15770000,275975
02/05/2021,7,Missguided,15770000,275975
09/05/2021,6,Missguided,15770000,236550
16/05/2021,7,Missguided,15770000,275975
